"CLASIFICACIÓN ÚNICA DE OCUPACIONES
PARA COLOMBIA
CUOC 2025";;;;;
Código del Gran Grupo;Código de la Ocupación;Nombre de la Ocupación;ID;Nombre de la Destreza;
2;21635;Diseñadores de iluminación / Diseñadoras de iluminación;39;Creatividad;
2;21635;Diseñadores de iluminación / Diseñadoras de iluminación;28;Criterio y toma de decisiones;
2;21635;Diseñadores de iluminación / Diseñadoras de iluminación;18;Diseño de tecnología;
2;21635;Diseñadores de iluminación / Diseñadoras de iluminación;31;Gestión de recursos materiales;
2;21640;Planificadores urbanos, regionales y de tránsito / Planificadoras urbanas, regionales y de tránsito;17;Análisis de necesidades;
2;21640;Planificadores urbanos, regionales y de tránsito / Planificadoras urbanas, regionales y de tránsito;27;Análisis de procesos;
2;21640;Planificadores urbanos, regionales y de tránsito / Planificadoras urbanas, regionales y de tránsito;4;Comunicación asertiva;
2;21640;Planificadores urbanos, regionales y de tránsito / Planificadoras urbanas, regionales y de tránsito;28;Criterio y toma de decisiones;
2;21640;Planificadores urbanos, regionales y de tránsito / Planificadoras urbanas, regionales y de tránsito;9;Evaluación y control de actividades;
2;21640;Planificadores urbanos, regionales y de tránsito / Planificadoras urbanas, regionales y de tránsito;6;Pensamiento crítico;
2;21640;Planificadores urbanos, regionales y de tránsito / Planificadoras urbanas, regionales y de tránsito;16;Resolución de problemas complejos;
2;21650;Cartógrafos e ingenieros topográficos y catastrales / Cartógrafas e ingenieras topográficas y catastrales;4;Comunicación asertiva;
2;21650;Cartógrafos e ingenieros topográficos y catastrales / Cartógrafas e ingenieras topográficas y catastrales;28;Criterio y toma de decisiones;
2;21650;Cartógrafos e ingenieros topográficos y catastrales / Cartógrafas e ingenieras topográficas y catastrales;9;Evaluación y control de actividades;
2;21650;Cartógrafos e ingenieros topográficos y catastrales / Cartógrafas e ingenieras topográficas y catastrales;5;Lógica matemática;
2;21650;Cartógrafos e ingenieros topográficos y catastrales / Cartógrafas e ingenieras topográficas y catastrales;6;Pensamiento crítico;
2;21650;Cartógrafos e ingenieros topográficos y catastrales / Cartógrafas e ingenieras topográficas y catastrales;16;Resolución de problemas complejos;
2;21650;Cartógrafos e ingenieros topográficos y catastrales / Cartógrafas e ingenieras topográficas y catastrales;11;Trabajo en equipo;
2;21661;Diseñadores gráficos / Diseñadoras gráficas;17;Análisis de necesidades;
2;21661;Diseñadores gráficos / Diseñadoras gráficas;4;Comunicación asertiva;
2;21661;Diseñadores gráficos / Diseñadoras gráficas;39;Creatividad;
2;21661;Diseñadores gráficos / Diseñadoras gráficas;28;Criterio y toma de decisiones;
2;21661;Diseñadores gráficos / Diseñadoras gráficas;9;Evaluación y control de actividades;
2;21661;Diseñadores gráficos / Diseñadoras gráficas;35;Flexibilidad y adaptabilidad;
2;21661;Diseñadores gráficos / Diseñadoras gráficas;16;Resolución de problemas complejos;
2;21662;Diseñadores de imágenes computarizadas e interacción digital / Diseñadoras de imágenes computarizadas e interacción digital;17;Análisis de necesidades;
2;21662;Diseñadores de imágenes computarizadas e interacción digital / Diseñadoras de imágenes computarizadas e interacción digital;39;Creatividad;
2;21662;Diseñadores de imágenes computarizadas e interacción digital / Diseñadoras de imágenes computarizadas e interacción digital;18;Diseño de tecnología;
2;21662;Diseñadores de imágenes computarizadas e interacción digital / Diseñadoras de imágenes computarizadas e interacción digital;9;Evaluación y control de actividades;
2;21662;Diseñadores de imágenes computarizadas e interacción digital / Diseñadoras de imágenes computarizadas e interacción digital;6;Pensamiento crítico;
2;21662;Diseñadores de imágenes computarizadas e interacción digital / Diseñadoras de imágenes computarizadas e interacción digital;21;Programación;
2;21662;Diseñadores de imágenes computarizadas e interacción digital / Diseñadoras de imágenes computarizadas e interacción digital;16;Resolución de problemas complejos;
2;22110;Médicos generales / Médicas generales;7;Aprendizaje aplicado;
2;22110;Médicos generales / Médicas generales;4;Comunicación asertiva;
2;22110;Médicos generales / Médicas generales;28;Criterio y toma de decisiones;
2;22110;Médicos generales / Médicas generales;9;Evaluación y control de actividades;
2;22110;Médicos generales / Médicas generales;6;Pensamiento crítico;
2;22110;Médicos generales / Médicas generales;16;Resolución de problemas complejos;
2;22110;Médicos generales / Médicas generales;14;Transmisión de conocimiento;
2;22120;Médicos especialistas / Médicas especialistas;17;Análisis de necesidades;
2;22120;Médicos especialistas / Médicas especialistas;27;Análisis de procesos;
2;22120;Médicos especialistas / Médicas especialistas;4;Comunicación asertiva;
2;22120;Médicos especialistas / Médicas especialistas;28;Criterio y toma de decisiones;
2;22120;Médicos especialistas / Médicas especialistas;9;Evaluación y control de actividades;
2;22120;Médicos especialistas / Médicas especialistas;35;Flexibilidad y adaptabilidad;
2;22120;Médicos especialistas / Médicas especialistas;15;Orientación al servicio;
2;22210;Profesionales de enfermería;4;Comunicación asertiva;
2;22210;Profesionales de enfermería;9;Evaluación y control de actividades;
2;22210;Profesionales de enfermería;16;Resolución de problemas complejos;
2;22210;Profesionales de enfermería;32;Gestión del Talento Humano y de Personal;
2;22210;Profesionales de enfermería;33;Liderazgo;
2;22210;Profesionales de enfermería;6;Pensamiento crítico;
2;22210;Profesionales de enfermería;34;Trabajo bajo presión;
2;22300;Profesionales de medicina tradicional y alternativa;17;Análisis de necesidades;
2;22300;Profesionales de medicina tradicional y alternativa;4;Comunicación asertiva;
2;22300;Profesionales de medicina tradicional y alternativa;28;Criterio y toma de decisiones;
2;22300;Profesionales de medicina tradicional y alternativa;9;Evaluación y control de actividades;
2;22300;Profesionales de medicina tradicional y alternativa;6;Pensamiento crítico;
2;22300;Profesionales de medicina tradicional y alternativa;16;Resolución de problemas complejos;
2;22300;Profesionales de medicina tradicional y alternativa;14;Transmisión de conocimiento;
2;22401;Paramédicos / Paramédicas;17;Análisis de necesidades;
2;22401;Paramédicos / Paramédicas;7;Aprendizaje aplicado;
2;22401;Paramédicos / Paramédicas;4;Comunicación asertiva;
2;22401;Paramédicos / Paramédicas;28;Criterio y toma de decisiones;
2;22401;Paramédicos / Paramédicas;6;Pensamiento crítico;
2;22401;Paramédicos / Paramédicas;16;Resolución de problemas complejos;
2;22401;Paramédicos / Paramédicas;34;Trabajo bajo presión;
2;22402;Instrumentadores quirúrgicos / Instrumentadoras quirúrgicas;4;Comunicación asertiva;
2;22402;Instrumentadores quirúrgicos / Instrumentadoras quirúrgicas;9;Evaluación y control de actividades;
2;22402;Instrumentadores quirúrgicos / Instrumentadoras quirúrgicas;31;Gestión de recursos materiales;
2;22402;Instrumentadores quirúrgicos / Instrumentadoras quirúrgicas;33;Liderazgo;
2;22402;Instrumentadores quirúrgicos / Instrumentadoras quirúrgicas;25;Manejo de imprevistos;
2;22402;Instrumentadores quirúrgicos / Instrumentadoras quirúrgicas;6;Pensamiento crítico;
2;22402;Instrumentadores quirúrgicos / Instrumentadoras quirúrgicas;11;Trabajo en equipo;
2;22500;Veterinarios / Veterinarias;17;Análisis de necesidades;
2;22500;Veterinarios / Veterinarias;27;Análisis de procesos;
2;22500;Veterinarios / Veterinarias;4;Comunicación asertiva;
2;22500;Veterinarios / Veterinarias;28;Criterio y toma de decisiones;
2;22500;Veterinarios / Veterinarias;6;Pensamiento crítico;
2;22500;Veterinarios / Veterinarias;16;Resolución de problemas complejos;
2;22500;Veterinarios / Veterinarias;14;Transmisión de conocimiento;
2;22611;Odontólogos generales / Odontólogas generales;4;Comunicación asertiva;
2;22611;Odontólogos generales / Odontólogas generales;28;Criterio y toma de decisiones;
2;22611;Odontólogos generales / Odontólogas generales;2;Escucha activa;
2;22611;Odontólogos generales / Odontólogas generales;33;Liderazgo;
2;22611;Odontólogos generales / Odontólogas generales;6;Pensamiento crítico;
2;22611;Odontólogos generales / Odontólogas generales;34;Trabajo bajo presión;
2;22612;Odontólogos especialistas / Odontólogas especialistas;4;Comunicación asertiva;
2;22612;Odontólogos especialistas / Odontólogas especialistas;28;Criterio y toma de decisiones;
2;22612;Odontólogos especialistas / Odontólogas especialistas;2;Escucha activa;
2;22612;Odontólogos especialistas / Odontólogas especialistas;33;Liderazgo;
2;22612;Odontólogos especialistas / Odontólogas especialistas;6;Pensamiento crítico;
2;22612;Odontólogos especialistas / Odontólogas especialistas;34;Trabajo bajo presión;
2;22620;Farmacéuticos y químicos farmacéuticos / Farmacéuticas y químicas farmacéuticas;22;Análisis de control de calidad;
2;22620;Farmacéuticos y químicos farmacéuticos / Farmacéuticas y químicas farmacéuticas;27;Análisis de procesos;
2;22620;Farmacéuticos y químicos farmacéuticos / Farmacéuticas y químicas farmacéuticas;28;Criterio y toma de decisiones;
2;22620;Farmacéuticos y químicos farmacéuticos / Farmacéuticas y químicas farmacéuticas;9;Evaluación y control de actividades;
2;22620;Farmacéuticos y químicos farmacéuticos / Farmacéuticas y químicas farmacéuticas;25;Manejo de imprevistos;
2;22620;Farmacéuticos y químicos farmacéuticos / Farmacéuticas y químicas farmacéuticas;6;Pensamiento crítico;
2;22620;Farmacéuticos y químicos farmacéuticos / Farmacéuticas y químicas farmacéuticas;16;Resolución de problemas complejos;
2;22630;Profesionales de la salud y la higiene laboral y ambiental;17;Análisis de necesidades;
2;22630;Profesionales de la salud y la higiene laboral y ambiental;1;Comprensión de lectura;
2;22630;Profesionales de la salud y la higiene laboral y ambiental;4;Comunicación asertiva;
2;22630;Profesionales de la salud y la higiene laboral y ambiental;18;Diseño de tecnología;
2;22630;Profesionales de la salud y la higiene laboral y ambiental;9;Evaluación y control de actividades;
2;22630;Profesionales de la salud y la higiene laboral y ambiental;29;Gestión del tiempo;
2;22630;Profesionales de la salud y la higiene laboral y ambiental;33;Liderazgo;
2;22640;Fisioterapeutas;17;Análisis de necesidades;
2;22640;Fisioterapeutas;4;Comunicación asertiva;
2;22640;Fisioterapeutas;28;Criterio y toma de decisiones;
2;22640;Fisioterapeutas;35;Flexibilidad y adaptabilidad;
2;22640;Fisioterapeutas;15;Orientación al servicio;
2;22640;Fisioterapeutas;34;Trabajo bajo presión;
2;22640;Fisioterapeutas;11;Trabajo en equipo;
2;22650;Nutricionistas dietistas;17;Análisis de necesidades;
2;22650;Nutricionistas dietistas;4;Comunicación asertiva;
2;22650;Nutricionistas dietistas;8;Estrategias para el aprendizaje;
2;22650;Nutricionistas dietistas;9;Evaluación y control de actividades;
2;22650;Nutricionistas dietistas;6;Pensamiento crítico;
2;22650;Nutricionistas dietistas;12;Persuasión;
2;22650;Nutricionistas dietistas;14;Transmisión de conocimiento;
2;22660;Fonoaudiólogos y terapeutas del lenguaje / Fonoaudiólogas y terapeutas del lenguaje;17;Análisis de necesidades;
2;22660;Fonoaudiólogos y terapeutas del lenguaje / Fonoaudiólogas y terapeutas del lenguaje;27;Análisis de procesos;
2;22660;Fonoaudiólogos y terapeutas del lenguaje / Fonoaudiólogas y terapeutas del lenguaje;4;Comunicación asertiva;
2;22660;Fonoaudiólogos y terapeutas del lenguaje / Fonoaudiólogas y terapeutas del lenguaje;28;Criterio y toma de decisiones;
2;22660;Fonoaudiólogos y terapeutas del lenguaje / Fonoaudiólogas y terapeutas del lenguaje;8;Estrategias para el aprendizaje;
2;22660;Fonoaudiólogos y terapeutas del lenguaje / Fonoaudiólogas y terapeutas del lenguaje;6;Pensamiento crítico;
2;22660;Fonoaudiólogos y terapeutas del lenguaje / Fonoaudiólogas y terapeutas del lenguaje;16;Resolución de problemas complejos;
2;22670;Optómetras;17;Análisis de necesidades;
2;22670;Optómetras;4;Comunicación asertiva;
2;22670;Optómetras;28;Criterio y toma de decisiones;
2;22670;Optómetras;9;Evaluación y control de actividades;
2;22670;Optómetras;15;Orientación al servicio;
2;22670;Optómetras;6;Pensamiento crítico;
2;22670;Optómetras;16;Resolución de problemas complejos;
2;22691;Terapeutas ocupacionales;22;Análisis de control de calidad;
2;22691;Terapeutas ocupacionales;17;Análisis de necesidades;
2;22691;Terapeutas ocupacionales;27;Análisis de procesos;
2;22691;Terapeutas ocupacionales;4;Comunicación asertiva;
2;22691;Terapeutas ocupacionales;39;Creatividad;
2;22691;Terapeutas ocupacionales;28;Criterio y toma de decisiones;
2;22691;Terapeutas ocupacionales;18;Diseño de tecnología;
2;22692;Profesionales en terapia respiratoria;17;Análisis de necesidades;
2;22692;Profesionales en terapia respiratoria;1;Comprensión de lectura;
2;22692;Profesionales en terapia respiratoria;4;Comunicación asertiva;
2;22692;Profesionales en terapia respiratoria;28;Criterio y toma de decisiones;
2;22692;Profesionales en terapia respiratoria;6;Pensamiento crítico;
2;22692;Profesionales en terapia respiratoria;16;Resolución de problemas complejos;
2;22692;Profesionales en terapia respiratoria;11;Trabajo en equipo;
2;22693;Otros profesionales de terapia / Otras profesionales de terapia;4;Comunicación asertiva;
2;22693;Otros profesionales de terapia / Otras profesionales de terapia;28;Criterio y toma de decisiones;
2;22693;Otros profesionales de terapia / Otras profesionales de terapia;35;Flexibilidad y adaptabilidad;
2;22693;Otros profesionales de terapia / Otras profesionales de terapia;6;Pensamiento crítico;
2;22693;Otros profesionales de terapia / Otras profesionales de terapia;37;Proactividad;
2;22693;Otros profesionales de terapia / Otras profesionales de terapia;10;Relaciones interpersonales;
2;22693;Otros profesionales de terapia / Otras profesionales de terapia;11;Trabajo en equipo;
2;22699;Profesionales de la salud no clasificados en otras ocupaciones;17;Análisis de necesidades;
2;22699;Profesionales de la salud no clasificados en otras ocupaciones;27;Análisis de procesos;
2;22699;Profesionales de la salud no clasificados en otras ocupaciones;4;Comunicación asertiva;
2;22699;Profesionales de la salud no clasificados en otras ocupaciones;28;Criterio y toma de decisiones;
2;22699;Profesionales de la salud no clasificados en otras ocupaciones;15;Orientación al servicio;
2;22699;Profesionales de la salud no clasificados en otras ocupaciones;6;Pensamiento crítico;
2;22699;Profesionales de la salud no clasificados en otras ocupaciones;23;Vigilancia de las operaciones;
2;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;1;Comprensión de lectura;
2;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;4;Comunicación asertiva;
2;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;8;Estrategias para el aprendizaje;
2;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;9;Evaluación y control de actividades;
2;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;35;Flexibilidad y adaptabilidad;
2;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;3;Redacción de textos;
2;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;14;Transmisión de conocimiento;
2;23200;Profesores de formación profesional / Profesoras de formación profesional;17;Análisis de necesidades;
2;23200;Profesores de formación profesional / Profesoras de formación profesional;1;Comprensión de lectura;
2;23200;Profesores de formación profesional / Profesoras de formación profesional;4;Comunicación asertiva;
2;23200;Profesores de formación profesional / Profesoras de formación profesional;39;Creatividad;
2;23200;Profesores de formación profesional / Profesoras de formación profesional;8;Estrategias para el aprendizaje;
2;23200;Profesores de formación profesional / Profesoras de formación profesional;9;Evaluación y control de actividades;
2;23200;Profesores de formación profesional / Profesoras de formación profesional;3;Redacción de textos;
2;23300;Profesores de educación secundaria / Profesoras de educación secundaria;27;Análisis de procesos;
2;23300;Profesores de educación secundaria / Profesoras de educación secundaria;4;Comunicación asertiva;
2;23300;Profesores de educación secundaria / Profesoras de educación secundaria;8;Estrategias para el aprendizaje;
2;23300;Profesores de educación secundaria / Profesoras de educación secundaria;9;Evaluación y control de actividades;
2;23300;Profesores de educación secundaria / Profesoras de educación secundaria;33;Liderazgo;
2;23300;Profesores de educación secundaria / Profesoras de educación secundaria;3;Redacción de textos;
2;23300;Profesores de educación secundaria / Profesoras de educación secundaria;14;Transmisión de conocimiento;
2;23410;Profesores de educación básica primaria / Profesoras de educación básica primaria;7;Aprendizaje aplicado;
2;23410;Profesores de educación básica primaria / Profesoras de educación básica primaria;4;Comunicación asertiva;
2;23410;Profesores de educación básica primaria / Profesoras de educación básica primaria;39;Creatividad;
2;23410;Profesores de educación básica primaria / Profesoras de educación básica primaria;8;Estrategias para el aprendizaje;
2;23410;Profesores de educación básica primaria / Profesoras de educación básica primaria;6;Pensamiento crítico;
2;23410;Profesores de educación básica primaria / Profesoras de educación básica primaria;16;Resolución de problemas complejos;
2;23410;Profesores de educación básica primaria / Profesoras de educación básica primaria;14;Transmisión de conocimiento;
2;23420;Profesores de primera infancia y preescolar / Profesoras de primera infancia y preescolar;4;Comunicación asertiva;
2;23420;Profesores de primera infancia y preescolar / Profesoras de primera infancia y preescolar;8;Estrategias para el aprendizaje;
2;23420;Profesores de primera infancia y preescolar / Profesoras de primera infancia y preescolar;9;Evaluación y control de actividades;
2;23420;Profesores de primera infancia y preescolar / Profesoras de primera infancia y preescolar;6;Pensamiento crítico;
2;23420;Profesores de primera infancia y preescolar / Profesoras de primera infancia y preescolar;10;Relaciones interpersonales;
2;23420;Profesores de primera infancia y preescolar / Profesoras de primera infancia y preescolar;16;Resolución de problemas complejos;
2;23420;Profesores de primera infancia y preescolar / Profesoras de primera infancia y preescolar;11;Trabajo en equipo;
2;23510;Especialistas en métodos y procesos pedagógicos;17;Análisis de necesidades;
2;23510;Especialistas en métodos y procesos pedagógicos;4;Comunicación asertiva;
2;23510;Especialistas en métodos y procesos pedagógicos;8;Estrategias para el aprendizaje;
2;23510;Especialistas en métodos y procesos pedagógicos;9;Evaluación y control de actividades;
2;23510;Especialistas en métodos y procesos pedagógicos;6;Pensamiento crítico;
2;23510;Especialistas en métodos y procesos pedagógicos;3;Redacción de textos;
2;23510;Especialistas en métodos y procesos pedagógicos;14;Transmisión de conocimiento;
2;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;17;Análisis de necesidades;
2;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;1;Comprensión de lectura;
2;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;4;Comunicación asertiva;
2;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;36;Ensamble;
2;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;8;Estrategias para el aprendizaje;
2;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;9;Evaluación y control de actividades;
2;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;6;Pensamiento crítico;
2;23522;Pedagogos reeducadores / Pedagogas reeducadoras;17;Análisis de necesidades;
2;23522;Pedagogos reeducadores / Pedagogas reeducadoras;4;Comunicación asertiva;
2;23522;Pedagogos reeducadores / Pedagogas reeducadoras;8;Estrategias para el aprendizaje;
2;23522;Pedagogos reeducadores / Pedagogas reeducadoras;9;Evaluación y control de actividades;
2;23522;Pedagogos reeducadores / Pedagogas reeducadoras;16;Resolución de problemas complejos;
2;23522;Pedagogos reeducadores / Pedagogas reeducadoras;14;Transmisión de conocimiento;
2;23522;Pedagogos reeducadores / Pedagogas reeducadoras;23;Vigilancia de las operaciones;
2;23530;Otros profesores de idiomas / Otras profesoras de idiomas;1;Comprensión de lectura;
2;23530;Otros profesores de idiomas / Otras profesoras de idiomas;4;Comunicación asertiva;
2;23530;Otros profesores de idiomas / Otras profesoras de idiomas;2;Escucha activa;
2;23530;Otros profesores de idiomas / Otras profesoras de idiomas;8;Estrategias para el aprendizaje;
2;23530;Otros profesores de idiomas / Otras profesoras de idiomas;9;Evaluación y control de actividades;
2;23530;Otros profesores de idiomas / Otras profesoras de idiomas;3;Redacción de textos;
2;23530;Otros profesores de idiomas / Otras profesoras de idiomas;14;Transmisión de conocimiento;
2;23540;Otros profesores de música / Otras profesoras de música;4;Comunicación asertiva;
2;23540;Otros profesores de música / Otras profesoras de música;2;Escucha activa;
2;23540;Otros profesores de música / Otras profesoras de música;8;Estrategias para el aprendizaje;
2;23540;Otros profesores de música / Otras profesoras de música;9;Evaluación y control de actividades;
2;23540;Otros profesores de música / Otras profesoras de música;40;Interpretación;
2;23540;Otros profesores de música / Otras profesoras de música;6;Pensamiento crítico;
2;23540;Otros profesores de música / Otras profesoras de música;14;Transmisión de conocimiento;
2;23550;Otros profesores de artes / Otras profesoras de artes;1;Comprensión de lectura;
2;23550;Otros profesores de artes / Otras profesoras de artes;4;Comunicación asertiva;
2;23550;Otros profesores de artes / Otras profesoras de artes;8;Estrategias para el aprendizaje;
2;23550;Otros profesores de artes / Otras profesoras de artes;9;Evaluación y control de actividades;
2;23550;Otros profesores de artes / Otras profesoras de artes;10;Relaciones interpersonales;
2;23550;Otros profesores de artes / Otras profesoras de artes;11;Trabajo en equipo;
2;23550;Otros profesores de artes / Otras profesoras de artes;14;Transmisión de conocimiento;
2;23560;Instructores de tecnología de la información / Instructoras de tecnología de la información;4;Comunicación asertiva;
2;23560;Instructores de tecnología de la información / Instructoras de tecnología de la información;8;Estrategias para el aprendizaje;
2;23560;Instructores de tecnología de la información / Instructoras de tecnología de la información;9;Evaluación y control de actividades;
2;23560;Instructores de tecnología de la información / Instructoras de tecnología de la información;24;Mantenimiento de equipos;
2;23560;Instructores de tecnología de la información / Instructoras de tecnología de la información;6;Pensamiento crítico;
2;23560;Instructores de tecnología de la información / Instructoras de tecnología de la información;21;Programación;
2;23560;Instructores de tecnología de la información / Instructoras de tecnología de la información;14;Transmisión de conocimiento;
2;23591;Orientadores educativos / Orientadoras educativas;4;Comunicación asertiva;
2;23591;Orientadores educativos / Orientadoras educativas;13;Conciliación;
2;23591;Orientadores educativos / Orientadoras educativas;2;Escucha activa;
2;23591;Orientadores educativos / Orientadoras educativas;8;Estrategias para el aprendizaje;
2;23591;Orientadores educativos / Orientadoras educativas;15;Orientación al servicio;
2;23591;Orientadores educativos / Orientadoras educativas;12;Persuasión;
2;23591;Orientadores educativos / Orientadoras educativas;14;Transmisión de conocimiento;
2;23599;Otros profesionales de la educación no clasificados en otras ocupaciones / Otras profesionales de la educación no clasificados en otras ocupaciones;4;Comunicación asertiva;
2;23599;Otros profesionales de la educación no clasificados en otras ocupaciones / Otras profesionales de la educación no clasificados en otras ocupaciones;13;Conciliación;
2;23599;Otros profesionales de la educación no clasificados en otras ocupaciones / Otras profesionales de la educación no clasificados en otras ocupaciones;2;Escucha activa;
2;23599;Otros profesionales de la educación no clasificados en otras ocupaciones / Otras profesionales de la educación no clasificados en otras ocupaciones;8;Estrategias para el aprendizaje;
2;23599;Otros profesionales de la educación no clasificados en otras ocupaciones / Otras profesionales de la educación no clasificados en otras ocupaciones;15;Orientación al servicio;
2;23599;Otros profesionales de la educación no clasificados en otras ocupaciones / Otras profesionales de la educación no clasificados en otras ocupaciones;12;Persuasión;
2;23599;Otros profesionales de la educación no clasificados en otras ocupaciones / Otras profesionales de la educación no clasificados en otras ocupaciones;14;Transmisión de conocimiento;
2;24111;Contadores / Contadoras;17;Análisis de necesidades;
2;24111;Contadores / Contadoras;27;Análisis de procesos;
2;24111;Contadores / Contadoras;1;Comprensión de lectura;
2;24111;Contadores / Contadoras;4;Comunicación asertiva;
2;24111;Contadores / Contadoras;28;Criterio y toma de decisiones;
2;24111;Contadores / Contadoras;9;Evaluación y control de actividades;
2;24111;Contadores / Contadoras;35;Flexibilidad y adaptabilidad;
2;24112;Auditores financieros y contables / Auditoras financieras y contables;27;Análisis de procesos;
2;24112;Auditores financieros y contables / Auditoras financieras y contables;1;Comprensión de lectura;
2;24112;Auditores financieros y contables / Auditoras financieras y contables;4;Comunicación asertiva;
2;24112;Auditores financieros y contables / Auditoras financieras y contables;9;Evaluación y control de actividades;
2;24112;Auditores financieros y contables / Auditoras financieras y contables;6;Pensamiento crítico;
2;24112;Auditores financieros y contables / Auditoras financieras y contables;16;Resolución de problemas complejos;
2;24112;Auditores financieros y contables / Auditoras financieras y contables;11;Trabajo en equipo;
2;24120;Asesores financieros y de inversiones / Asesoras financieras y de inversiones;27;Análisis de procesos;
2;24120;Asesores financieros y de inversiones / Asesoras financieras y de inversiones;28;Criterio y toma de decisiones;
2;24120;Asesores financieros y de inversiones / Asesoras financieras y de inversiones;30;Gestión de recursos financieros;
2;24120;Asesores financieros y de inversiones / Asesoras financieras y de inversiones;5;Lógica matemática;
2;24120;Asesores financieros y de inversiones / Asesoras financieras y de inversiones;6;Pensamiento crítico;
2;24120;Asesores financieros y de inversiones / Asesoras financieras y de inversiones;16;Resolución de problemas complejos;
2;24120;Asesores financieros y de inversiones / Asesoras financieras y de inversiones;34;Trabajo bajo presión;
2;24130;Analistas financieros / Analistas financieras;17;Análisis de necesidades;
2;24130;Analistas financieros / Analistas financieras;28;Criterio y toma de decisiones;
2;24130;Analistas financieros / Analistas financieras;9;Evaluación y control de actividades;
2;24130;Analistas financieros / Analistas financieras;30;Gestión de recursos financieros;
2;24130;Analistas financieros / Analistas financieras;5;Lógica matemática;
2;24130;Analistas financieros / Analistas financieras;6;Pensamiento crítico;
2;24210;Profesionales y analistas de gestión y organización;4;Comunicación asertiva;
2;24210;Profesionales y analistas de gestión y organización;9;Evaluación y control de actividades;
2;24210;Profesionales y analistas de gestión y organización;6;Pensamiento crítico;
2;24210;Profesionales y analistas de gestión y organización;10;Relaciones interpersonales;
2;24210;Profesionales y analistas de gestión y organización;16;Resolución de problemas complejos;
2;24210;Profesionales y analistas de gestión y organización;11;Trabajo en equipo;
2;24220;Profesionales en políticas sociales y de administración;17;Análisis de necesidades;
2;24220;Profesionales en políticas sociales y de administración;4;Comunicación asertiva;
2;24220;Profesionales en políticas sociales y de administración;28;Criterio y toma de decisiones;
2;24220;Profesionales en políticas sociales y de administración;9;Evaluación y control de actividades;
2;24220;Profesionales en políticas sociales y de administración;6;Pensamiento crítico;
2;24220;Profesionales en políticas sociales y de administración;3;Redacción de textos;
2;24220;Profesionales en políticas sociales y de administración;16;Resolución de problemas complejos;
2;24231;Profesionales de talento humano;17;Análisis de necesidades;
2;24231;Profesionales de talento humano;4;Comunicación asertiva;
2;24231;Profesionales de talento humano;32;Gestión del Talento Humano y de Personal;
2;24231;Profesionales de talento humano;6;Pensamiento crítico;
2;24231;Profesionales de talento humano;3;Redacción de textos;
2;24231;Profesionales de talento humano;16;Resolución de problemas complejos;
2;24231;Profesionales de talento humano;19;Selección de equipo;
2;24232;Consejeros de servicios de empleo / Consejeras de servicios de empleo;4;Comunicación asertiva;
2;24232;Consejeros de servicios de empleo / Consejeras de servicios de empleo;28;Criterio y toma de decisiones;
2;24232;Consejeros de servicios de empleo / Consejeras de servicios de empleo;8;Estrategias para el aprendizaje;
2;24232;Consejeros de servicios de empleo / Consejeras de servicios de empleo;32;Gestión del Talento Humano y de Personal;
2;24232;Consejeros de servicios de empleo / Consejeras de servicios de empleo;6;Pensamiento crítico;
2;24232;Consejeros de servicios de empleo / Consejeras de servicios de empleo;3;Redacción de textos;
2;24232;Consejeros de servicios de empleo / Consejeras de servicios de empleo;14;Transmisión de conocimiento;
2;24241;Profesionales de formación y desarrollo de personal;17;Análisis de necesidades;
2;24241;Profesionales de formación y desarrollo de personal;4;Comunicación asertiva;
2;24241;Profesionales de formación y desarrollo de personal;8;Estrategias para el aprendizaje;
2;24241;Profesionales de formación y desarrollo de personal;9;Evaluación y control de actividades;
2;24241;Profesionales de formación y desarrollo de personal;32;Gestión del Talento Humano y de Personal;
2;24241;Profesionales de formación y desarrollo de personal;15;Orientación al servicio;
2;24241;Profesionales de formación y desarrollo de personal;6;Pensamiento crítico;
2;24242;Evaluadores de competencias laborales / Evaluadoras de competencias laborales;7;Aprendizaje aplicado;
2;24242;Evaluadores de competencias laborales / Evaluadoras de competencias laborales;1;Comprensión de lectura;
2;24242;Evaluadores de competencias laborales / Evaluadoras de competencias laborales;4;Comunicación asertiva;
2;24242;Evaluadores de competencias laborales / Evaluadoras de competencias laborales;8;Estrategias para el aprendizaje;
