"CLASIFICACIÓN ÚNICA DE OCUPACIONES
PARA COLOMBIA
CUOC 2025";;;;;
Código del Gran Grupo;Código de la Ocupación;Nombre de la Ocupación;Código de la Ocupación Afin;Nombre de la Ocupación Afin;
2;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones;25140;Programadores de aplicaciones / Programadoras de aplicaciones;
2;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones;25190;Desarrolladores y analistas de software y multimedia no clasificados en otras ocupaciones / Desarrolladoras y analistas de software y multimedia no clasificadas en otras ocupaciones;
2;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones;25210;Diseñadores y administradores de bases de datos / Diseñadoras y administradoras de bases de datos;
2;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones;25220;Administradores de sistemas / Administradoras de sistemas;
2;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones;25230;Profesionales en redes de computadores;
2;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones;35130;Técnicos en redes y tecnologías de la información / Técnicas en redes y tecnologías de la información;
2;25290;Profesionales en bases de datos y en redes de computadores no clasificados en otras ocupaciones;35140;Técnicos de la web / Técnicas de la web;
2;26110;Abogados / Abogadas;13499;Directores y gerentes de servicios profesionales no clasificados en otras ocupaciones / Directoras y gerentes de servicios profesionales no clasificados en otras ocupaciones;
2;26110;Abogados / Abogadas;26120;Jueces / Juezas;
2;26110;Abogados / Abogadas;26199;Profesionales en derecho no clasificados en otras ocupaciones;
2;26110;Abogados / Abogadas;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;
2;26110;Abogados / Abogadas;33420;Secretarios jurídicos / Secretarias jurídicas;
2;26110;Abogados / Abogadas;33553;Investigadores criminalísticos y judiciales / Investigadoras criminalísticas y judiciales;
2;26110;Abogados / Abogadas;34111;Asistentes de juzgados, tribunales y afines / Asistentas de juzgados, tribunales y afines;
2;26120;Jueces / Juezas;11120;Directores del gobierno / Directoras del gobierno;
2;26120;Jueces / Juezas;26110;Abogados / Abogadas;
2;26120;Jueces / Juezas;33420;Secretarios jurídicos / Secretarias jurídicas;
2;26120;Jueces / Juezas;34111;Asistentes de juzgados, tribunales y afines / Asistentas de juzgados, tribunales y afines;
2;26191;Profesionales en ciencias forenses;26110;Abogados / Abogadas;
2;26191;Profesionales en ciencias forenses;26120;Jueces / Juezas;
2;26191;Profesionales en ciencias forenses;33552;Técnicos investigadores criminalísticos y judiciales / Técnicas investigadoras criminalísticas y judiciales;
2;26191;Profesionales en ciencias forenses;33553;Investigadores criminalísticos y judiciales / Investigadoras criminalísticas y judiciales;
2;26191;Profesionales en ciencias forenses;34111;Asistentes de juzgados, tribunales y afines / Asistentas de juzgados, tribunales y afines;
2;26191;Profesionales en ciencias forenses;34112;Auxiliares de tribunales;
2;26191;Profesionales en ciencias forenses;34113;Asistentes legales y afines / Asistentas legales y afines;
2;26191;Profesionales en ciencias forenses;34310;Fotógrafos / Fotógrafas;
2;26191;Profesionales en ciencias forenses;44140;Escribientes públicos y afines / Escribientes públicas y afines;
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;13440;Directores y gerentes de servicios de bienestar social, comunitario y correccional / Directoras y gerentas de servicios de bienestar social, comunitario y correccional;
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;23420;Profesores de primera infancia y preescolar / Profesoras de primera infancia y preescolar;
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;26110;Abogados / Abogadas;
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;26120;Jueces / Juezas;
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;33553;Investigadores criminalísticos y judiciales / Investigadoras criminalísticas y judiciales;
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;34111;Asistentes de juzgados, tribunales y afines / Asistentas de juzgados, tribunales y afines;
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;34112;Auxiliares de tribunales;
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;34113;Asistentes legales y afines / Asistentas legales y afines;
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;34120;Trabajadores y asistentes sociales y comunitarios / Trabajadoras y asistentes sociales y comunitarias;
2;26199;Profesionales en derecho no clasificados en otras ocupaciones;44140;Escribientes públicos y afines / Escribientes públicas y afines;
2;26211;Archivistas;13491;Directores y gerentes de archivo, biblioteca, museo y galería de arte / Directoras y gerentas de archivo, biblioteca, museo y galería de arte;
2;26211;Archivistas;26220;Bibliotecólogos, documentalistas y afines / Bibliotecólogas, documentalistas y afines;
2;26211;Archivistas;34332;Técnicos en biblioteca / Técnicas en biblioteca;
2;26211;Archivistas;44110;Empleados auxiliares de bibliotecas / Empleadas auxiliares de bibliotecas;
2;26211;Archivistas;44150;Empleados auxiliares de archivos / Empleadas auxiliares de archivos;
2;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;26214;Museólogos y museógrafos / Museólogas y museógrafas;
2;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;34331;Ocupaciones técnicas relacionadas con museos y galerías;
2;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;44150;Empleados auxiliares de archivos / Empleadas auxiliares de archivos;
2;26213;Curadores y supervisores musicales / Curadoras y supervisoras musicales;13303;Directores y gerentes de comunicaciones y audiovisuales / Directoras y gerentas de comunicaciones y audiovisuales;
2;26213;Curadores y supervisores musicales / Curadoras y supervisoras musicales;14311;Directores y gerentes de empresas de música, artes escénicas y cultura / Directoras y gerentes de empresas de música, artes escénicas y cultura;
2;26213;Curadores y supervisores musicales / Curadoras y supervisoras musicales;24311;Profesionales en mercadeo y publicidad;
2;26213;Curadores y supervisores musicales / Curadoras y supervisoras musicales;24320;Profesionales de relaciones públicas y comunicaciones;
2;26213;Curadores y supervisores musicales / Curadoras y supervisoras musicales;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;
2;26213;Curadores y supervisores musicales / Curadoras y supervisoras musicales;26541;Productores, directores y editores de cine, teatro y afines / Productoras, directoras y editoras de cine, teatro y afines;
2;26213;Curadores y supervisores musicales / Curadoras y supervisoras musicales;33391;Agentes y promotores culturales, artísticos y deportivos / Agentes y promotoras culturales, artísticas y deportivas;
2;26213;Curadores y supervisores musicales / Curadoras y supervisoras musicales;35215;Asistentes de producción de audio y sonido / Asistentas de producción de audio y sonido;
2;26214;Museólogos y museógrafos / Museólogas y museógrafas;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;
2;26214;Museólogos y museógrafos / Museólogas y museógrafas;26215;Restauradores y conservadores de patrimonio cultural mueble / Restauradoras y conservadoras de patrimonio cultural mueble;
2;26214;Museólogos y museógrafos / Museólogas y museógrafas;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;
2;26214;Museólogos y museógrafos / Museólogas y museógrafas;34331;Ocupaciones técnicas relacionadas con museos y galerías;
2;26215;Restauradores y conservadores de patrimonio cultural mueble / Restauradoras y conservadoras de patrimonio cultural mueble;26214;Museólogos y museógrafos / Museólogas y museógrafas;
2;26215;Restauradores y conservadores de patrimonio cultural mueble / Restauradoras y conservadoras de patrimonio cultural mueble;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;
2;26215;Restauradores y conservadores de patrimonio cultural mueble / Restauradoras y conservadoras de patrimonio cultural mueble;33150;Tasadores, avaluadores y liquidadores de seguros / Tasadoras, avaluadoras y liquidadoras de seguros;
2;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;21420;Ingenieros civiles / Ingenieras civiles;
2;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;21610;Arquitectos / Arquitectas;
2;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;21620;Arquitectos paisajistas / Arquitectas paisajistas;
2;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;
2;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;26214;Museólogos y museógrafos / Museólogas y museógrafas;
2;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;26215;Restauradores y conservadores de patrimonio cultural mueble / Restauradoras y conservadoras de patrimonio cultural mueble;
2;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;31121;Técnicos en construcción y arquitectura / Técnicas en construcción y arquitectura;
2;26216;Restauradores y conservadores de patrimonio cultural construido / Restauradoras y conservadoras de patrimonio cultural construido;34331;Ocupaciones técnicas relacionadas con museos y galerías;
2;26219;Otros archivistas, curadores de arte y restauradores no clasificados en otras ocupaciones / Otras archivistas, curadoras de arte y restauradoras no clasificadas en otras ocupaciones;24320;Profesionales de relaciones públicas y comunicaciones;
2;26219;Otros archivistas, curadores de arte y restauradores no clasificados en otras ocupaciones / Otras archivistas, curadoras de arte y restauradoras no clasificadas en otras ocupaciones;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;
2;26219;Otros archivistas, curadores de arte y restauradores no clasificados en otras ocupaciones / Otras archivistas, curadoras de arte y restauradoras no clasificadas en otras ocupaciones;33391;Agentes y promotores culturales, artísticos y deportivos / Agentes y promotoras culturales, artísticas y deportivas;
2;26220;Bibliotecólogos, documentalistas y afines / Bibliotecólogas, documentalistas y afines;13491;Directores y gerentes de archivo, biblioteca, museo y galería de arte / Directoras y gerentas de archivo, biblioteca, museo y galería de arte;
2;26220;Bibliotecólogos, documentalistas y afines / Bibliotecólogas, documentalistas y afines;26211;Archivistas;
2;26220;Bibliotecólogos, documentalistas y afines / Bibliotecólogas, documentalistas y afines;34332;Técnicos en biblioteca / Técnicas en biblioteca;
2;26220;Bibliotecólogos, documentalistas y afines / Bibliotecólogas, documentalistas y afines;34333;Técnicos en promoción y animación a la lectura y la escritura / Técnicas en promoción y animación a la lectura y la escritura;
2;26220;Bibliotecólogos, documentalistas y afines / Bibliotecólogas, documentalistas y afines;44110;Empleados auxiliares de bibliotecas / Empleadas auxiliares de bibliotecas;
2;26220;Bibliotecólogos, documentalistas y afines / Bibliotecólogas, documentalistas y afines;44150;Empleados auxiliares de archivos / Empleadas auxiliares de archivos;
2;26310;Economistas;12130;Directores y gerentes de políticas y planeación / Directoras y gerentas de políticas y planeación;
2;26310;Economistas;12211;Directores y gerentes de ventas y mercadeo / Directoras y gerentas de ventas y mercadeo;
2;26310;Economistas;12212;Directores y gerentes de comercio exterior / Directoras y gerentas de comercio exterior;
2;26310;Economistas;14200;Gerentes de comercios al por mayor y al por menor / Gerentas de comercios al por mayor y al por menor;
2;26310;Economistas;21200;Matemáticos, actuarios y estadísticos / Matemáticas, actuarias y estadísticas;
2;26310;Economistas;24120;Asesores financieros y de inversiones / Asesoras financieras y de inversiones;
2;26310;Economistas;24130;Analistas financieros / Analistas financieras;
2;26310;Economistas;24220;Profesionales en políticas sociales y de administración;
2;26310;Economistas;24311;Profesionales en mercadeo y publicidad;
2;26310;Economistas;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;
2;26310;Economistas;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;
2;26310;Economistas;33110;Agentes de bolsa, cambio y otros servicios financieros;
2;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;21650;Cartógrafos e ingenieros topográficos y catastrales / Cartógrafas e ingenieras topográficas y catastrales;
2;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;
2;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;24220;Profesionales en políticas sociales y de administración;
2;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;
2;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;
2;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;26340;Psicólogos / Psicólogas;
2;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;26351;Profesionales del trabajo social y consejeros;
2;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;34120;Trabajadores y asistentes sociales y comunitarios / Trabajadoras y asistentes sociales y comunitarias;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;21430;Ingenieros medioambientales / Ingenieras medioambientales;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;21640;Planificadores urbanos, regionales y de tránsito / Planificadoras urbanas, regionales y de tránsito;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;24220;Profesionales en políticas sociales y de administración;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;26310;Economistas;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;26340;Psicólogos / Psicólogas;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;26351;Profesionales del trabajo social y consejeros;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;26422;Editores y redactores / Editoras y redactoras;
2;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;26431;Traductores, intérpretes y lingüistas / Traductoras, intérpretes y lingüistas;
2;26340;Psicólogos / Psicólogas;12120;Directores y gerentes de gestión de talento humano / Directoras y gerentas de gestión de talento humano;
2;26340;Psicólogos / Psicólogas;22120;Médicos especialistas / Médicas especialistas;
2;26340;Psicólogos / Psicólogas;22630;Profesionales de la salud y la higiene laboral y ambiental;
2;26340;Psicólogos / Psicólogas;23510;Especialistas en métodos y procesos pedagógicos;
2;26340;Psicólogos / Psicólogas;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;
2;26340;Psicólogos / Psicólogas;23591;Orientadores educativos / Orientadoras educativas;
2;26340;Psicólogos / Psicólogas;24220;Profesionales en políticas sociales y de administración;
2;26340;Psicólogos / Psicólogas;24231;Profesionales de talento humano;
2;26340;Psicólogos / Psicólogas;24232;Consejeros de servicios de empleo / Consejeras de servicios de empleo;
2;26340;Psicólogos / Psicólogas;24241;Profesionales de formación y desarrollo de personal;
2;26340;Psicólogos / Psicólogas;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;
2;26340;Psicólogos / Psicólogas;26351;Profesionales del trabajo social y consejeros;
2;26340;Psicólogos / Psicólogas;34120;Trabajadores y asistentes sociales y comunitarios / Trabajadoras y asistentes sociales y comunitarias;
2;26351;Profesionales del trabajo social y consejeros;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);
2;26351;Profesionales del trabajo social y consejeros;13440;Directores y gerentes de servicios de bienestar social, comunitario y correccional / Directoras y gerentas de servicios de bienestar social, comunitario y correccional;
2;26351;Profesionales del trabajo social y consejeros;13451;Directores y gerentes de programas de política educativa / Directoras y gerentas de programas de política educativa;
2;26351;Profesionales del trabajo social y consejeros;23510;Especialistas en métodos y procesos pedagógicos;
2;26351;Profesionales del trabajo social y consejeros;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;
2;26351;Profesionales del trabajo social y consejeros;23591;Orientadores educativos / Orientadoras educativas;
2;26351;Profesionales del trabajo social y consejeros;24220;Profesionales en políticas sociales y de administración;
2;26351;Profesionales del trabajo social y consejeros;26120;Jueces / Juezas;
2;26351;Profesionales del trabajo social y consejeros;26199;Profesionales en derecho no clasificados en otras ocupaciones;
2;26351;Profesionales del trabajo social y consejeros;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;
2;26351;Profesionales del trabajo social y consejeros;26340;Psicólogos / Psicólogas;
2;26351;Profesionales del trabajo social y consejeros;34120;Trabajadores y asistentes sociales y comunitarios / Trabajadoras y asistentes sociales y comunitarias;
2;26352;Gestores de recursos y donaciones / Gestoras de recursos y donaciones;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales);
2;26352;Gestores de recursos y donaciones / Gestoras de recursos y donaciones;13440;Directores y gerentes de servicios de bienestar social, comunitario y correccional / Directoras y gerentas de servicios de bienestar social, comunitario y correccional;
2;26352;Gestores de recursos y donaciones / Gestoras de recursos y donaciones;24220;Profesionales en políticas sociales y de administración;
2;26352;Gestores de recursos y donaciones / Gestoras de recursos y donaciones;26340;Psicólogos / Psicólogas;
2;26352;Gestores de recursos y donaciones / Gestoras de recursos y donaciones;34120;Trabajadores y asistentes sociales y comunitarios / Trabajadoras y asistentes sociales y comunitarias;
2;26360;Profesionales religiosos y ministros de culto / Profesionales religiosas y ministras de culto;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;
2;26360;Profesionales religiosos y ministros de culto / Profesionales religiosas y ministras de culto;26320;Sociólogos, antropólogos y afines / Sociólogas, antropólogas y afines;
2;26360;Profesionales religiosos y ministros de culto / Profesionales religiosas y ministras de culto;26330;Filósofos, historiadores y especialistas en ciencias políticas / Filósofas, historiadoras y especialistas en ciencias políticas;
2;26360;Profesionales religiosos y ministros de culto / Profesionales religiosas y ministras de culto;34130;Auxiliares laicos de las religiones / Auxiliares laicas de las religiones;
2;26410;Autores y otros escritores / Autoras y otras escritoras;12220;Directores y gerentes de publicidad y relaciones públicas / Directoras y gerentas de publicidad y relaciones públicas;
2;26410;Autores y otros escritores / Autoras y otras escritoras;13303;Directores y gerentes de comunicaciones y audiovisuales / Directoras y gerentas de comunicaciones y audiovisuales;
2;26410;Autores y otros escritores / Autoras y otras escritoras;14311;Directores y gerentes de empresas de música, artes escénicas y cultura / Directoras y gerentes de empresas de música, artes escénicas y cultura;
2;26410;Autores y otros escritores / Autoras y otras escritoras;24311;Profesionales en mercadeo y publicidad;
2;26410;Autores y otros escritores / Autoras y otras escritoras;24312;Administradores de comunidades virtuales / Administradoras de comunidades virtuales;
2;26410;Autores y otros escritores / Autoras y otras escritoras;24320;Profesionales de relaciones públicas y comunicaciones;
2;26410;Autores y otros escritores / Autoras y otras escritoras;26421;Periodistas;
2;26410;Autores y otros escritores / Autoras y otras escritoras;26422;Editores y redactores / Editoras y redactoras;
2;26410;Autores y otros escritores / Autoras y otras escritoras;26431;Traductores, intérpretes y lingüistas / Traductoras, intérpretes y lingüistas;
2;26410;Autores y otros escritores / Autoras y otras escritoras;26541;Productores, directores y editores de cine, teatro y afines / Productoras, directoras y editoras de cine, teatro y afines;
2;26421;Periodistas;24311;Profesionales en mercadeo y publicidad;
2;26421;Periodistas;24320;Profesionales de relaciones públicas y comunicaciones;
2;26421;Periodistas;26410;Autores y otros escritores / Autoras y otras escritoras;
2;26421;Periodistas;26422;Editores y redactores / Editoras y redactoras;
2;26421;Periodistas;26560;Locutores y presentadores de radio, televisión y otros medios de comunicación / Locutoras y presentadoras de radio, televisión y otros medios de comunicación;
2;26421;Periodistas;34310;Fotógrafos / Fotógrafas;
2;26421;Periodistas;44191;Auxiliares de publicación y afines;
2;26422;Editores y redactores / Editoras y redactoras;12220;Directores y gerentes de publicidad y relaciones públicas / Directoras y gerentas de publicidad y relaciones públicas;
2;26422;Editores y redactores / Editoras y redactoras;13303;Directores y gerentes de comunicaciones y audiovisuales / Directoras y gerentas de comunicaciones y audiovisuales;
2;26422;Editores y redactores / Editoras y redactoras;21661;Diseñadores gráficos / Diseñadoras gráficas;
2;26422;Editores y redactores / Editoras y redactoras;24320;Profesionales de relaciones públicas y comunicaciones;
2;26422;Editores y redactores / Editoras y redactoras;26410;Autores y otros escritores / Autoras y otras escritoras;
2;26422;Editores y redactores / Editoras y redactoras;26421;Periodistas;
2;26422;Editores y redactores / Editoras y redactoras;26431;Traductores, intérpretes y lingüistas / Traductoras, intérpretes y lingüistas;
2;26422;Editores y redactores / Editoras y redactoras;26541;Productores, directores y editores de cine, teatro y afines / Productoras, directoras y editoras de cine, teatro y afines;
2;26431;Traductores, intérpretes y lingüistas / Traductoras, intérpretes y lingüistas;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;
2;26431;Traductores, intérpretes y lingüistas / Traductoras, intérpretes y lingüistas;23530;Otros profesores de idiomas / Otras profesoras de idiomas;
2;26431;Traductores, intérpretes y lingüistas / Traductoras, intérpretes y lingüistas;26410;Autores y otros escritores / Autoras y otras escritoras;
2;26431;Traductores, intérpretes y lingüistas / Traductoras, intérpretes y lingüistas;26422;Editores y redactores / Editoras y redactoras;
2;26431;Traductores, intérpretes y lingüistas / Traductoras, intérpretes y lingüistas;26433;Intérpretes de lengua de señas;
2;26432;Traductores e intérpretes de lenguas nativas / Traductoras e intérpretes de lenguas nativas;26431;Traductores, intérpretes y lingüistas / Traductoras, intérpretes y lingüistas;
2;26432;Traductores e intérpretes de lenguas nativas / Traductoras e intérpretes de lenguas nativas;26433;Intérpretes de lengua de señas;
2;26432;Traductores e intérpretes de lenguas nativas / Traductoras e intérpretes de lenguas nativas;26434;Guías-intérpretes;
2;26433;Intérpretes de lengua de señas;22691;Terapeutas ocupacionales;
2;26433;Intérpretes de lengua de señas;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;
2;26433;Intérpretes de lengua de señas;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;
2;26433;Intérpretes de lengua de señas;26431;Traductores, intérpretes y lingüistas / Traductoras, intérpretes y lingüistas;
2;26433;Intérpretes de lengua de señas;26434;Guías-intérpretes;
2;26433;Intérpretes de lengua de señas;32550;Técnicos y asistentes terapeutas / Técnicas y asistentes terapeutas;
2;26434;Guías-intérpretes;22691;Terapeutas ocupacionales;
2;26434;Guías-intérpretes;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;
2;26434;Guías-intérpretes;23521;Profesores e instructores de educación especial e inclusiva / Profesoras e instructoras de educación especial e inclusiva;
2;26434;Guías-intérpretes;26433;Intérpretes de lengua de señas;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;21661;Diseñadores gráficos / Diseñadoras gráficas;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;23100;Profesores de instituciones de educación superior / Profesoras de instituciones de educación superior;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;26212;Curadores de artes visuales y plásticas y de patrimonio cultural / Curadoras de artes visuales y plásticas y de patrimonio cultural;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;26512;Ilustradores artísticos / Ilustradoras artísticas;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;73160;Rotulistas, pintores decorativos y grabadores / Rotulistas, pintoras decorativas y grabadoras;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;73510;Talladores de piezas artesanales de madera / Talladoras de piezas artesanales de madera;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;73520;Decoradores de piezas artesanales en madera / Decoradoras de piezas artesanales en madera;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;73620;Orfebres y plateros / Orfebres y plateras;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;73700;Artesanos del cuero / Artesanas del cuero;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;73920;Artesanos del hierro y otros metales / Artesanas del hierro y otros metales;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;73930;Artesanos de las semillas y cortezas vegetales / Artesanas de las semillas y cortezas vegetales;
2;26511;Artistas plásticos y visuales / Artistas plásticas y visuales;73999;Artesanos de otros materiales no clasificados en otras ocupaciones / Artesanas de otros materiales no clasificados en otras ocupaciones;
2;26512;Ilustradores artísticos / Ilustradoras artísticas;21661;Diseñadores gráficos / Diseñadoras gráficas;
2;26512;Ilustradores artísticos / Ilustradoras artísticas;21662;Diseñadores de imágenes computarizadas e interacción digital / Diseñadoras de imágenes computarizadas e interacción digital;
2;26512;Ilustradores artísticos / Ilustradoras artísticas;26421;Periodistas;
2;26512;Ilustradores artísticos / Ilustradoras artísticas;31181;Delineantes y dibujantes técnicos / Delineantes y dibujantes técnicas;
2;26521;Intérpretes musicales;21532;Ingenieros y productores de audio y sonido / Ingenieras y productoras de audio y sonido;
2;26521;Intérpretes musicales;23540;Otros profesores de música / Otras profesoras de música;
2;26521;Intérpretes musicales;26410;Autores y otros escritores / Autoras y otras escritoras;
2;26521;Intérpretes musicales;26523;Autores y compositores musicales / Autoras y compositoras musicales;
2;26521;Intérpretes musicales;26524;Ejecutantes musicales;
2;26521;Intérpretes musicales;26531;Compositores coreográficos e intérpretes de danza / Compositoras coreográficas e intérpretes de danza;
2;26521;Intérpretes musicales;35214;Técnicos de producción de audio y sonido / Técnicas de producción de audio y sonido;
2;26522;Directores e investigadores musicales / Directoras e investigadoras musicales;21532;Ingenieros y productores de audio y sonido / Ingenieras y productoras de audio y sonido;
2;26522;Directores e investigadores musicales / Directoras e investigadoras musicales;23540;Otros profesores de música / Otras profesoras de música;
2;26522;Directores e investigadores musicales / Directoras e investigadoras musicales;26410;Autores y otros escritores / Autoras y otras escritoras;
2;26522;Directores e investigadores musicales / Directoras e investigadoras musicales;26541;Productores, directores y editores de cine, teatro y afines / Productoras, directoras y editoras de cine, teatro y afines;
2;26523;Autores y compositores musicales / Autoras y compositoras musicales;21532;Ingenieros y productores de audio y sonido / Ingenieras y productoras de audio y sonido;
2;26523;Autores y compositores musicales / Autoras y compositoras musicales;23540;Otros profesores de música / Otras profesoras de música;
2;26523;Autores y compositores musicales / Autoras y compositoras musicales;26410;Autores y otros escritores / Autoras y otras escritoras;
2;26523;Autores y compositores musicales / Autoras y compositoras musicales;26521;Intérpretes musicales;
2;26523;Autores y compositores musicales / Autoras y compositoras musicales;26524;Ejecutantes musicales;
2;26524;Ejecutantes musicales;26410;Autores y otros escritores / Autoras y otras escritoras;
2;26524;Ejecutantes musicales;26521;Intérpretes musicales;
2;26524;Ejecutantes musicales;26523;Autores y compositores musicales / Autoras y compositoras musicales;
