Código del Gran Grupo;Nombre del Gran Grupo;Código del Subgrupo Principal;Nombre del Subgrupo Principal;Código del Subgrupo;Nombre del Subgrupo;Código del Grupo Primario;Nombre del Grupo Primario;Código de la Ocupación;Nombre de la Ocupación;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;53;TRABAJADORES DE LOS CUIDADOS PERSONALES;532;Trabajadores de los cuidados personales en servicios de salud;5329;Trabajadores de los cuidados personales en servicios de salud no clasificados en otros grupos primarios;53295;Auxiliares en servicios farmacéuticos;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;53;TRABAJADORES DE LOS CUIDADOS PERSONALES;532;Trabajadores de los cuidados personales en servicios de salud;5329;Trabajadores de los cuidados personales en servicios de salud no clasificados en otros grupos primarios;53299;Trabajadores de los cuidados personales en servicios de salud no clasificados en otras ocupaciones / Trabajadoras de los cuidados personales en servicios de salud no clasificados en otras ocupaciones;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5411;Bomberos;54111;Oficiales de bomberos;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5411;Bomberos;54112;Suboficiales de bomberos;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5411;Bomberos;54113;Bomberos / Bomberas;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5411;Bomberos;54114;Rescatistas;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5412;Policías;54121;Oficiales de policía;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5412;Policías;54122;Suboficiales y nivel ejecutivo de la policía;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5412;Policías;54123;Patrulleros y agentes de policía / Patrulleras y agentes de policía;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5412;Policías;54124;Auxiliares de policía;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5413;Cuerpo de custodia y guardianes de prisión;54131;Oficiales del cuerpo de custodia y vigilancia;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5413;Cuerpo de custodia y guardianes de prisión;54132;Suboficiales del cuerpo de custodia y vigilancia;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5413;Cuerpo de custodia y guardianes de prisión;54133;Guardianes de prisión / Guardianas de prisión;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5414;Vigilantes y guardias de seguridad;54141;Supervisor de personal de vigilancia / Supervisora de personal de vigilancia;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5414;Vigilantes y guardias de seguridad;54142;Vigilantes, guardas y personal operativo de seguridad privada;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5419;Personal de los servicios de protección no clasificados en otros grupos primarios;54191;Guardavidas y salvavidas;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5419;Personal de los servicios de protección no clasificados en otros grupos primarios;54192;Agentes de tránsito;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5419;Personal de los servicios de protección no clasificados en otros grupos primarios;54193;Técnicos operativos de tránsito / Técnicas operativas de tránsito;
5;TRABAJADORES DE LOS SERVICIOS Y VENDEDORES DE COMERCIOS Y MERCADOS;54;PERSONAL DE LOS SERVICIOS DE PROTECCIÓN;541;Personal de los servicios de protección;5419;Personal de los servicios de protección no clasificados en otros grupos primarios;54199;Personal de los servicios de protección no clasificadas en otras ocupaciones;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;611;Agricultores y trabajadores calificados de jardines y de cultivos para el mercado;6111;Agricultores y trabajadores calificados de cultivos extensivos;61111;Agricultores de cultivos extensivos / Agricultoras de cultivos extensivos;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;611;Agricultores y trabajadores calificados de jardines y de cultivos para el mercado;6111;Agricultores y trabajadores calificados de cultivos extensivos;61112;Trabajadores agrícolas calificados de cultivos extensivos / Trabajadoras agrícolas calificadas de cultivos extensivos;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;611;Agricultores y trabajadores calificados de jardines y de cultivos para el mercado;6111;Agricultores y trabajadores calificados de cultivos extensivos;61113;Trabajadores calificados de riego agrícola / Trabajadoras calificadas de riego agrícola;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;611;Agricultores y trabajadores calificados de jardines y de cultivos para el mercado;6112;Agricultores y trabajadores calificados de plantaciones de árboles y arbustos;61121;Agricultores de plantaciones de árboles y arbustos / Agricultoras de plantaciones de árboles y arbustos;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;611;Agricultores y trabajadores calificados de jardines y de cultivos para el mercado;6112;Agricultores y trabajadores calificados de plantaciones de árboles y arbustos;61122;Trabajadores agrícolas calificados de plantaciones de árboles y arbustos / Trabajadoras agrícolas calificadas de plantaciones de árboles y arbustos;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;611;Agricultores y trabajadores calificados de jardines y de cultivos para el mercado;6113;Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines;61131;Agricultores de huertas, invernaderos, viveros y jardines / Agricultoras de huertas, invernaderos, viveros y jardines;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;611;Agricultores y trabajadores calificados de jardines y de cultivos para el mercado;6113;Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines;61132;Trabajadores agrícolas calificados de huertas, invernaderos, viveros y jardines / Trabajadoras agrícolas calificadas de huertas, invernaderos, viveros y jardines;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;611;Agricultores y trabajadores calificados de jardines y de cultivos para el mercado;6114;Agricultores y trabajadores calificados de cultivos mixtos;61140;Agricultores y trabajadores calificados de cultivos mixtos / Agricultoras y trabajadoras calificadas de cultivos mixtos;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;612;Criadores y trabajadores pecuarios calificados de la cría de animales orientados al mercado;6121;Criadores de ganado y trabajadores de la cría de animales domésticos (excepto aves de corral);61211;Criadores de animales (excepto aves de corral) / Criadoras de animales (excepto aves de corral);
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;612;Criadores y trabajadores pecuarios calificados de la cría de animales orientados al mercado;6121;Criadores de ganado y trabajadores de la cría de animales domésticos (excepto aves de corral);61212;Trabajadores calificados de la cría de animales (excepto aves de corral) / Trabajadoras calificadas de la cría de animales (excepto aves de corral);
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;612;Criadores y trabajadores pecuarios calificados de la cría de animales orientados al mercado;6122;Avicultores y trabajadores calificados de la avicultura;61221;Avicultores / Avicultoras;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;612;Criadores y trabajadores pecuarios calificados de la cría de animales orientados al mercado;6122;Avicultores y trabajadores calificados de la avicultura;61222;Trabajadores calificados de la avicultura / Trabajadoras calificadas de la avicultura;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;612;Criadores y trabajadores pecuarios calificados de la cría de animales orientados al mercado;6123;Criadores y trabajadores calificados de la apicultura y la sericicultura;61230;Criadores y trabajadores calificados de la apicultura y la sericicultura / Criadoras y trabajadoras calificadas de la apicultura y la sericicultura;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;612;Criadores y trabajadores pecuarios calificados de la cría de animales orientados al mercado;6129;Criadores y trabajadores pecuarios calificados, avicultores y criadores de insectos no clasificados en otros grupos primarios;61290;Criadores y trabajadores pecuarios calificados, avicultores y criadores de insectos no clasificados en otras ocupaciones / Criadoras y trabajadoras pecuarias calificadas, avicultoras y criadoras de insectos no clasificadas en otras ocupaciones;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;61;AGRICULTORES Y TRABAJADORES CALIFICADOS DE EXPLOTACIONES AGROPECUARIAS CON DESTINO AL MERCADO;613;Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado;6130;Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado;61300;Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado / Productoras y trabajadoras calificadas de explotaciones agropecuarias mixtas cuya producción se destina al mercado;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;62;TRABAJADORES FORESTALES CALIFICADOS, PESCADORES Y CAZADORES EN ACTIVIDADES ORIENTADAS AL MERCADO;621;Trabajadores forestales calificados y afines;6210;Trabajadores forestales calificados y afines;62101;Trabajadores calificados de explotación forestal / Trabajadoras calificadas de explotación forestal;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;62;TRABAJADORES FORESTALES CALIFICADOS, PESCADORES Y CAZADORES EN ACTIVIDADES ORIENTADAS AL MERCADO;621;Trabajadores forestales calificados y afines;6210;Trabajadores forestales calificados y afines;62102;Trabajadores de silvicultura y forestación / Trabajadoras de silvicultura y forestación;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;62;TRABAJADORES FORESTALES CALIFICADOS, PESCADORES Y CAZADORES EN ACTIVIDADES ORIENTADAS AL MERCADO;622;Pescadores, cazadores y tramperos;6221;Productores y trabajadores calificados de explotaciones de acuicultura;62211;Productores de acuicultura / Productoras de acuicultura;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;62;TRABAJADORES FORESTALES CALIFICADOS, PESCADORES Y CAZADORES EN ACTIVIDADES ORIENTADAS AL MERCADO;622;Pescadores, cazadores y tramperos;6221;Productores y trabajadores calificados de explotaciones de acuicultura;62212;Trabajadores acuícolas calificados / Trabajadoras acuícolas calificadas;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;62;TRABAJADORES FORESTALES CALIFICADOS, PESCADORES Y CAZADORES EN ACTIVIDADES ORIENTADAS AL MERCADO;622;Pescadores, cazadores y tramperos;6222;Capitanes, patrones y pescadores de agua dulce y en aguas costeras;62221;Capitanes y patrones de pesca de aguas dulces y costeras;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;62;TRABAJADORES FORESTALES CALIFICADOS, PESCADORES Y CAZADORES EN ACTIVIDADES ORIENTADAS AL MERCADO;622;Pescadores, cazadores y tramperos;6222;Capitanes, patrones y pescadores de agua dulce y en aguas costeras;62222;Pescadores de aguas dulces y costeras / Pescadoras de aguas dulces y costeras;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;62;TRABAJADORES FORESTALES CALIFICADOS, PESCADORES Y CAZADORES EN ACTIVIDADES ORIENTADAS AL MERCADO;622;Pescadores, cazadores y tramperos;6223;Capitanes, patrones y pescadores de pesca en alta mar;62231;Capitanes y patrones de pesca de alta mar;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;62;TRABAJADORES FORESTALES CALIFICADOS, PESCADORES Y CAZADORES EN ACTIVIDADES ORIENTADAS AL MERCADO;622;Pescadores, cazadores y tramperos;6223;Capitanes, patrones y pescadores de pesca en alta mar;62232;Pescadores de alta mar / Pescadoras de alta mar;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;62;TRABAJADORES FORESTALES CALIFICADOS, PESCADORES Y CAZADORES EN ACTIVIDADES ORIENTADAS AL MERCADO;622;Pescadores, cazadores y tramperos;6224;Cazadores y tramperos;62240;Cazadores y tramperos / Cazadoras y tramperas;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;63;TRABAJADORES AGROPECUARIOS, PESCADORES, CAZADORES Y RECOLECTORES DE SUBSISTENCIA;631;Trabajadores agrícolas de subsistencia;6310;Trabajadores agrícolas de subsistencia;63100;Trabajadores agrícolas de subsistencia / Trabajadoras agrícolas de subsistencia;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;63;TRABAJADORES AGROPECUARIOS, PESCADORES, CAZADORES Y RECOLECTORES DE SUBSISTENCIA;632;Trabajadores pecuarios de subsistencia;6320;Trabajadores pecuarios de subsistencia;63200;Trabajadores pecuarios de subsistencia / Trabajadoras pecuarias de subsistencia;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;63;TRABAJADORES AGROPECUARIOS, PESCADORES, CAZADORES Y RECOLECTORES DE SUBSISTENCIA;633;Trabajadores agropecuarios de subsistencia;6330;Trabajadores agropecuarios de subsistencia;63300;Trabajadores agropecuarios de subsistencia / Trabajadoras agropecuarias de subsistencia;
6;AGRICULTORES Y TRABAJADORES CALIFICADOS AGROPECUARIOS, FORESTALES Y PESQUEROS;63;TRABAJADORES AGROPECUARIOS, PESCADORES, CAZADORES Y RECOLECTORES DE SUBSISTENCIA;634;Pescadores, cazadores, tramperos y recolectores de subsistencia;6340;Pescadores, cazadores, tramperos y recolectores de subsistencia;63400;Pescadores, cazadores, tramperos y recolectores de subsistencia / Pescadoras, cazadoras, tramperas y recolectoras de subsistencia;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;71;OFICIALES Y OPERARIOS DE LA CONSTRUCCIÓN (EXCLUYENDO ELECTRICISTAS);711;Oficiales y operarios de la construcción de obra gruesa y afines;7111;Constructores de casas;71110;Constructores de casas / Constructoras de casas;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;71;OFICIALES Y OPERARIOS DE LA CONSTRUCCIÓN (EXCLUYENDO ELECTRICISTAS);711;Oficiales y operarios de la construcción de obra gruesa y afines;7112;Albañiles y oficiales de construcción;71120;Albañiles y oficiales de construcción;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;71;OFICIALES Y OPERARIOS DE LA CONSTRUCCIÓN (EXCLUYENDO ELECTRICISTAS);711;Oficiales y operarios de la construcción de obra gruesa y afines;7113;Labrantes, tronzadores y grabadores de piedra;71130;Labrantes, tronzadores y grabadores de piedra / Labrantes, tronzadores y grabadores de piedra;
7;OFICIALES, OPERARIOS, ARTESANOS Y OFICIOS RELACIONADOS;71;OFICIALES Y OPERARIOS DE LA CONSTRUCCIÓN (EXCLUYENDO ELECTRICISTAS);711;Oficiales y operarios de la construcción de obra gruesa y afines;7114;Operarios en cemento armado, enfoscadores y afines;71140;Operarios en cemento armado, enfoscadores y afines / Operarias en cemento armado, enfoscadores y afines;
